Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.091E-01, 9.643E+01, 4.312E+01, 6.999E+01, 1.240E+01, 1.347E+01, 8.950E+00, 0.000E+00, 5.158E+01, 7.806E+00, 2.169E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.040E+02
