s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
 1.2874335E+000, 9.2674812E+002,-2.8078493E+002,-1.0814284E-001,-4.7971549E+000,-4.7912388E-002, 2.3913048E+002, 0.0000000E+000, 8.5616468E+002, 8.8014046E+002, 0.0000000E+000, 1.9302784E-002, 0.0000000E+000, 1.7325768E+003
 1.3075281E+000, 9.2621590E+002,-2.5709155E+002,-1.0222035E-001,-4.8280944E+000,-4.8495347E-002, 2.4832857E+002, 0.0000000E+000, 8.8251358E+002, 9.1247410E+002, 0.0000000E+000, 1.9419613E-002, 0.0000000E+000, 1.8093060E+003
 1.3276228E+000, 9.3031778E+002,-2.5965882E+002,-1.0672726E-001,-4.8749956E+000,-4.9096387E-002, 2.5534117E+002, 0.0000000E+000, 9.1551087E+002, 9.2096930E+002, 0.0000000E+000, 1.9532457E-002, 0.0000000E+000, 1.8893266E+003
 1.3454778E+000, 9.3708261E+002,-2.5295653E+002,-1.0636335E-001,-4.8810051E+000,-4.9418636E-002, 2.5871374E+002, 0.0000000E+000, 9.1995295E+002, 9.3780303E+002, 0.0000000E+000, 1.9629472E-002, 0.0000000E+000, 1.9610650E+003
 1.3633329E+000, 9.4181333E+002,-2.4485415E+002,-1.0108543E-001,-4.8838838E+000,-4.9681560E-002, 2.6468610E+002, 0.0000000E+000, 9.3963748E+002, 9.5661063E+002, 0.0000000E+000, 1.9723510E-002, 0.0000000E+000, 2.0345072E+003
 1.3811879E+000, 9.3796755E+002,-2.4360944E+002,-1.0691065E-001,-4.8989472E+000,-4.9772464E-002, 2.6896585E+002, 0.0000000E+000, 9.5854565E+002, 9.5826833E+002, 0.0000000E+000, 1.9814647E-002, 0.0000000E+000, 2.1096946E+003
 1.3990430E+000, 9.2586506E+002,-2.4296275E+002,-1.1558278E-001,-4.8905741E+000,-4.9713178E-002, 2.6711366E+002, 0.0000000E+000, 9.5695361E+002, 9.4496010E+002, 0.0000000E+000, 1.9902962E-002, 0.0000000E+000, 2.1849885E+003
 1.4147701E+000, 9.3089324E+002,-2.2789366E+002,-1.0268990E-001,-4.8613914E+000,-4.9361151E-002, 2.6867982E+002, 0.0000000E+000, 9.4222950E+002, 9.6666596E+002, 0.0000000E+000, 1.9978473E-002, 0.0000000E+000, 2.2504395E+003
 1.4304973E+000, 9.1907875E+002,-2.2550256E+002,-1.1523565E-001,-4.8558348E+000,-4.8716906E-002, 2.7166513E+002, 0.0000000E+000, 9.6914934E+002, 9.6022152E+002, 0.0000000E+000, 2.0051903E-002, 0.0000000E+000, 2.3177266E+003
 1.4462245E+000, 9.0823178E+002,-2.2125166E+002,-1.0864800E-001,-4.8531749E+000,-4.8187876E-002, 2.7029037E+002, 0.0000000E+000, 9.5872926E+002, 9.5226048E+002, 0.0000000E+000, 2.0123302E-002, 0.0000000E+000, 2.3845749E+003
 1.4619516E+000, 8.9443213E+002,-2.0948371E+002,-1.2013520E-001,-4.8305306E+000,-4.7844619E-002, 2.6946789E+002, 0.0000000E+000, 9.5135158E+002, 9.4941780E+002, 0.0000000E+000, 2.0192719E-002, 0.0000000E+000, 2.4511417E+003
 1.4776788E+000, 9.1304156E+002,-2.1032835E+002,-1.0567131E-001,-4.8150940E+000,-4.9432768E-002, 2.7305835E+002, 0.0000000E+000, 9.4934172E+002, 9.7080136E+002, 0.0000000E+000, 2.0260202E-002, 0.0000000E+000, 2.5177584E+003
 1.4913540E+000, 9.2077495E+002,-2.1473500E+002,-1.1361496E-001,-4.8156485E+000,-4.8810912E-002, 2.7568494E+002, 0.0000000E+000, 9.7203765E+002, 9.7674681E+002, 0.0000000E+000, 2.0317347E-002, 0.0000000E+000, 2.5768371E+003
 1.5050292E+000, 9.3253757E+002,-2.2044488E+002,-1.1182669E-001,-4.8281681E+000,-4.9850436E-002, 2.7745724E+002, 0.0000000E+000, 9.7657532E+002, 9.8456008E+002, 0.0000000E+000, 2.0373097E-002, 0.0000000E+000, 2.6361427E+003
 1.5187044E+000, 9.2527066E+002,-2.1745911E+002,-1.2083363E-001,-4.8455143E+000,-4.9550221E-002, 2.7786248E+002, 0.0000000E+000, 9.8498012E+002, 9.8065813E+002, 0.0000000E+000, 2.0427482E-002, 0.0000000E+000, 2.6959490E+003
 1.5323796E+000, 9.4601051E+002,-2.2469847E+002,-1.1055538E-001,-4.8744851E+000,-4.9898861E-002, 2.7908300E+002, 0.0000000E+000, 9.7892803E+002, 9.9536010E+002, 0.0000000E+000, 2.0480533E-002, 0.0000000E+000, 2.7554173E+003
 1.5460548E+000, 9.4408402E+002,-2.1780976E+002,-1.1562393E-001,-4.9219241E+000,-4.9244666E-002, 2.8127999E+002, 0.0000000E+000, 9.9597872E+002, 1.0024675E+003, 0.0000000E+000, 2.0532278E-002, 0.0000000E+000, 2.8157172E+003
 1.5583230E+000, 9.5786703E+002,-2.2902371E+002,-1.1199207E-001,-4.9740057E+000,-4.9458701E-002, 2.8199401E+002, 0.0000000E+000, 1.0020917E+003, 1.0057019E+003, 0.0000000E+000, 2.0577613E-002, 0.0000000E+000, 2.8699477E+003
 1.5705913E+000, 9.5820619E+002,-2.3126629E+002,-1.2481074E-001,-5.0328756E+000,-4.9076041E-002, 2.8201295E+002, 0.0000000E+000, 1.0053594E+003, 1.0037461E+003, 0.0000000E+000, 2.0621941E-002, 0.0000000E+000, 2.9243379E+003
 1.5828596E+000, 9.5784787E+002,-2.2740774E+002,-1.1507078E-001,-5.0926086E+000,-4.9317892E-002, 2.8124389E+002, 0.0000000E+000, 1.0017510E+003, 1.0064270E+003, 0.0000000E+000, 2.0665283E-002, 0.0000000E+000, 2.9784409E+003
 1.5951279E+000, 9.6018769E+002,-2.2931013E+002,-1.1811424E-001,-5.1604978E+000,-4.8933502E-002, 2.8124109E+002, 0.0000000E+000, 1.0054584E+003, 1.0067911E+003, 0.0000000E+000, 2.0707658E-002, 0.0000000E+000, 3.0326537E+003
 1.6073962E+000, 9.5664402E+002,-2.2944755E+002,-1.1558466E-001,-5.2296177E+000,-4.8979419E-002, 2.8106604E+002, 0.0000000E+000, 1.0061871E+003, 1.0028683E+003, 0.0000000E+000, 2.0749087E-002, 0.0000000E+000, 3.0868715E+003
 1.6180179E+000, 9.5636226E+002,-2.2624240E+002,-1.1717918E-001,-5.2896700E+000,-4.9013700E-002, 2.8077938E+002, 0.0000000E+000, 1.0009962E+003, 1.0054434E+003, 0.0000000E+000, 2.0784205E-002, 0.0000000E+000, 3.1336006E+003
 1.6286396E+000, 9.5060465E+002,-2.2727068E+002,-1.1595988E-001,-5.3526093E+000,-4.9058026E-002, 2.8023595E+002, 0.0000000E+000, 1.0047270E+003, 9.9805229E+002, 0.0000000E+000, 2.0818641E-002, 0.0000000E+000, 3.1804927E+003
 1.6392612E+000, 9.3792962E+002,-2.2400581E+002,-1.1953758E-001,-5.4125159E+000,-4.9305065E-002, 2.7711943E+002, 0.0000000E+000, 9.9543297E+002, 9.8546187E+002, 0.0000000E+000, 2.0852405E-002, 0.0000000E+000, 3.2269803E+003
 1.6498829E+000, 9.3155722E+002,-2.2214667E+002,-1.1674268E-001,-5.4709282E+000,-4.9422959E-002, 2.7488539E+002, 0.0000000E+000, 9.8353290E+002, 9.7865884E+002, 0.0000000E+000, 2.0885512E-002, 0.0000000E+000, 3.2729773E+003
 1.6605046E+000, 9.1550972E+002,-2.1886854E+002,-1.1777242E-001,-5.5356089E+000,-4.9551593E-002, 2.7155303E+002, 0.0000000E+000, 9.7667718E+002, 9.6249129E+002, 0.0000000E+000, 2.0917971E-002, 0.0000000E+000, 3.3186233E+003
 1.6817479E+000, 9.0693695E+002,-2.1821776E+002,-1.1629920E-001,-5.6280549E+000,-4.9909403E-002, 2.6640910E+002, 0.0000000E+000, 9.5336415E+002, 9.4933403E+002, 0.0000000E+000, 2.0965395E-002, 0.0000000E+000, 3.4078132E+003
 1.7136130E+000, 8.9107483E+002,-2.1407992E+002,-1.1625750E-001,-5.7884261E+000,-5.0111807E-002, 2.6232184E+002, 0.0000000E+000, 9.3700691E+002, 9.3336196E+002, 0.0000000E+000, 2.1041374E-002, 0.0000000E+000, 3.5393083E+003
 1.7443596E+000, 9.0478522E+002,-2.1168147E+002,-1.1322336E-001,-5.9673426E+000,-4.9952946E-002, 2.6617221E+002, 0.0000000E+000, 9.3955528E+002, 9.5314545E+002, 0.0000000E+000, 2.1125940E-002, 0.0000000E+000, 3.6667998E+003
 1.7728696E+000, 9.6131382E+002,-2.2457602E+002,-1.1759676E-001,-6.1233877E+000,-4.9741933E-002, 2.8287060E+002, 0.0000000E+000, 9.9615720E+002, 1.0133177E+003, 0.0000000E+000, 2.1200982E-002, 0.0000000E+000, 3.7921185E+003
 1.8066602E+000, 1.0656858E+003,-2.5185167E+002,-1.1961297E-001,-6.2713057E+000,-4.9509393E-002, 3.0989668E+002, 0.0000000E+000, 1.0918233E+003, 1.1172904E+003, 0.0000000E+000, 2.1275176E-002, 0.0000000E+000, 3.9544704E+003
 1.8323627E+000, 1.1233124E+003,-2.7283759E+002,-1.2259828E-001,-6.4086334E+000,-4.9535387E-002, 3.2778409E+002, 0.0000000E+000, 1.1597982E+003, 1.1716781E+003, 0.0000000E+000, 2.1343568E-002, 0.0000000E+000, 4.0859006E+003
 1.8651829E+000, 1.1578124E+003,-2.8692927E+002,-1.2142260E-001,-6.5529310E+000,-4.9751754E-002, 3.3972474E+002, 0.0000000E+000, 1.1992387E+003, 1.2038837E+003, 0.0000000E+000, 2.1406433E-002, 0.0000000E+000, 4.2604014E+003
 1.8967736E+000, 1.1475411E+003,-2.7925048E+002,-1.2152421E-001,-6.7021198E+000,-5.0272984E-002, 3.4365396E+002, 0.0000000E+000, 1.2089043E+003, 1.2050706E+003, 0.0000000E+000, 2.1471981E-002, 0.0000000E+000, 4.4309351E+003
 1.9253737E+000, 1.0697795E+003,-2.5366147E+002,-1.2295833E-001,-6.8167011E+000,-5.0787888E-002, 3.2801849E+002, 0.0000000E+000, 1.1539110E+003, 1.1371461E+003, 0.0000000E+000, 2.1529224E-002, 0.0000000E+000, 4.5793571E+003
 1.9560664E+000, 9.8305475E+002,-2.3157092E+002,-1.2043436E-001,-6.9069362E+000,-5.1018785E-002, 3.0412701E+002, 0.0000000E+000, 1.0676270E+003, 1.0485325E+003, 0.0000000E+000, 2.1583612E-002, 0.0000000E+000, 4.7274325E+003
 1.9867592E+000, 9.3021865E+002,-2.2027801E+002,-1.1720104E-001,-6.9725097E+000,-5.1481855E-002, 2.8526315E+002, 0.0000000E+000, 9.9537450E+002, 9.8806261E+002, 0.0000000E+000, 2.1636299E-002, 0.0000000E+000, 4.8656016E+003
 2.0174520E+000, 8.9855002E+002,-2.1321966E+002,-1.1992809E-001,-7.0207499E+000,-5.1881213E-002, 2.7415447E+002, 0.0000000E+000, 9.5839638E+002, 9.5229226E+002, 0.0000000E+000, 2.1685963E-002, 0.0000000E+000, 4.9982500E+003
 2.0404716E+000, 8.5905502E+002,-2.0269669E+002,-1.2218260E-001,-7.0622735E+000,-5.2182167E-002, 2.6324211E+002, 0.0000000E+000, 9.2522913E+002, 9.1236381E+002, 0.0000000E+000, 2.1727122E-002, 0.0000000E+000, 5.0941147E+003
 2.0711641E+000, 8.2233464E+002,-1.9481128E+002,-1.2023311E-001,-7.1067136E+000,-5.2363689E-002, 2.5147730E+002, 0.0000000E+000, 8.7914082E+002, 8.7172135E+002, 0.0000000E+000, 2.1766102E-002, 0.0000000E+000, 5.2158633E+003
 2.1018569E+000, 7.9324695E+002,-1.8878561E+002,-1.2164398E-001,-7.1542057E+000,-5.2610552E-002, 2.4081897E+002, 0.0000000E+000, 8.4529960E+002, 8.3795186E+002, 0.0000000E+000, 2.1808292E-002, 0.0000000E+000, 5.3325494E+003
 2.1325498E+000, 7.9118896E+002,-1.9398184E+002,-1.1939295E-001,-7.1903521E+000,-5.2807062E-002, 2.3476820E+002, 0.0000000E+000, 8.2520404E+002, 8.2461277E+002, 0.0000000E+000, 2.1848044E-002, 0.0000000E+000, 5.4457958E+003
 2.1632426E+000, 7.9884426E+002,-2.0143338E+002,-1.2153483E-001,-7.2247613E+000,-5.3114022E-002, 2.3315884E+002, 0.0000000E+000, 8.2240566E+002, 8.2317031E+002, 0.0000000E+000, 2.1885494E-002, 0.0000000E+000, 5.5581430E+003
 2.1939352E+000, 8.1073507E+002,-2.0561323E+002,-1.2083655E-001,-7.2668550E+000,-5.3490979E-002, 2.3409643E+002, 0.0000000E+000, 8.2996115E+002, 8.3177709E+002, 0.0000000E+000, 2.1920772E-002, 0.0000000E+000, 5.6708886E+003
 2.2246280E+000, 8.2643570E+002,-2.1381107E+002,-1.1963221E-001,-7.3127981E+000,-5.3704557E-002, 2.3531319E+002, 0.0000000E+000, 8.3737690E+002, 8.4045169E+002, 0.0000000E+000, 2.1954001E-002, 0.0000000E+000, 5.7840572E+003
 2.2553208E+000, 8.3902890E+002,-2.1703739E+002,-1.2106031E-001,-7.3773382E+000,-5.3790273E-002, 2.3846236E+002, 0.0000000E+000, 8.4949169E+002, 8.5290168E+002, 0.0000000E+000, 2.1985297E-002, 0.0000000E+000, 5.8986556E+003
 2.2820375E+000, 8.6449349E+002,-2.2152460E+002,-1.2141080E-001,-7.4509075E+000,-5.3743272E-002, 2.4537070E+002, 0.0000000E+000, 8.7530380E+002, 8.8071353E+002, 0.0000000E+000, 2.2012465E-002, 0.0000000E+000, 6.0011739E+003
 2.3154333E+000, 9.0929173E+002,-2.3339578E+002,-1.2117622E-001,-7.5416911E+000,-5.3467751E-002, 2.5656410E+002, 0.0000000E+000, 9.1477426E+002, 9.2474372E+002, 0.0000000E+000, 2.2039763E-002, 0.0000000E+000, 6.1348360E+003
 2.3421497E+000, 9.5721944E+002,-2.4487449E+002,-1.2275816E-001,-7.6492800E+000,-5.3354202E-002, 2.7091125E+002, 0.0000000E+000, 9.6562086E+002, 9.7543080E+002, 0.0000000E+000, 2.2065555E-002, 0.0000000E+000, 6.2477504E+003
 2.3755455E+000, 9.7744271E+002,-2.4895778E+002,-1.2203970E-001,-7.7608505E+000,-5.3625686E-002, 2.7942645E+002, 0.0000000E+000, 9.9740316E+002, 9.9997487E+002, 0.0000000E+000, 2.2089816E-002, 0.0000000E+000, 6.3939116E+003
 2.4022622E+000, 1.0191779E+003,-2.5661863E+002,-1.2289279E-001,-7.8797848E+000,-5.3962401E-002, 2.9140059E+002, 0.0000000E+000, 1.0350905E+003, 1.0459033E+003, 0.0000000E+000, 2.2112737E-002, 0.0000000E+000, 6.5153270E+003
 2.4336507E+000, 1.0708061E+003,-2.7187032E+002,-1.2111164E-001,-7.9999329E+000,-5.4162268E-002, 3.0566257E+002, 0.0000000E+000, 1.0914590E+003, 1.0964231E+003, 0.0000000E+000, 2.2133469E-002, 0.0000000E+000, 6.6654060E+003
 2.4637012E+000, 1.0852983E+003,-2.7132526E+002,-1.2175533E-001,-8.1375942E+000,-5.4130057E-002, 3.1351267E+002, 0.0000000E+000, 1.1157232E+003, 1.1191723E+003, 0.0000000E+000, 2.2154203E-002, 0.0000000E+000, 6.8128295E+003
 2.4919374E+000, 1.0949250E+003,-2.7106884E+002,-1.2209560E-001,-8.2686740E+000,-5.4055347E-002, 3.1888505E+002, 0.0000000E+000, 1.1346367E+003, 1.1342963E+003, 0.0000000E+000, 2.2172732E-002, 0.0000000E+000, 6.9540321E+003
 2.5243692E+000, 1.0899884E+003,-2.6734039E+002,-1.2311989E-001,-8.3976702E+000,-5.3972440E-002, 3.2020387E+002, 0.0000000E+000, 1.1385921E+003, 1.1342771E+003, 0.0000000E+000, 2.2190936E-002, 0.0000000E+000, 7.1171977E+003
 2.5513959E+000, 1.0386828E+003,-2.5227856E+002,-1.2212459E-001,-8.5122836E+000,-5.4141111E-002, 3.1081951E+002, 0.0000000E+000, 1.0981618E+003, 1.0885352E+003, 0.0000000E+000, 2.2207853E-002, 0.0000000E+000, 7.2495156E+003
 2.5838277E+000, 9.9759080E+002,-2.3724221E+002,-1.2215314E-001,-8.6138442E+000,-5.4441033E-002, 3.0213857E+002, 0.0000000E+000, 1.0578306E+003, 1.0536967E+003, 0.0000000E+000, 2.2223776E-002, 0.0000000E+000, 7.4035848E+003
 2.6108544E+000, 9.6766711E+002,-2.3074543E+002,-1.2296612E-001,-8.7534083E+000,-5.4687120E-002, 2.9366700E+002, 0.0000000E+000, 1.0278077E+003, 1.0216576E+003, 0.0000000E+000, 2.2238816E-002, 0.0000000E+000, 7.5285323E+003
 2.6432862E+000, 9.3776843E+002,-2.2623065E+002,-1.2267197E-001,-9.1244949E+000,-5.4888301E-002, 2.8470244E+002, 0.0000000E+000, 9.9342172E+002, 9.8693817E+002, 0.0000000E+000, 2.2252973E-002, 0.0000000E+000, 7.6739076E+003
 2.6703129E+000, 9.1312784E+002,-2.2202739E+002,-1.2172285E-001,-9.9940183E+000,-5.5081817E-002, 2.7654883E+002, 0.0000000E+000, 9.6158445E+002, 9.5747845E+002, 0.0000000E+000, 2.2266345E-002, 0.0000000E+000, 7.7915279E+003
 2.7027447E+000, 9.0602898E+002,-2.2452295E+002,-1.2141447E-001,-1.1454041E+001,-5.5249128E-002, 2.6960104E+002, 0.0000000E+000, 9.4105387E+002, 9.3947637E+002, 0.0000000E+000, 2.2278929E-002, 0.0000000E+000, 7.9290212E+003
 2.7303119E+000, 9.1032658E+002,-2.2866376E+002,-1.2166207E-001,-1.3178991E+001,-5.5344275E-002, 2.6604101E+002, 0.0000000E+000, 9.3350536E+002, 9.3434783E+002, 0.0000000E+000, 2.2290941E-002, 0.0000000E+000, 8.0441532E+003
 2.7600412E+000, 9.2862334E+002,-2.3487002E+002,-1.2210517E-001,-1.4672796E+001,-5.5505026E-002, 2.6894400E+002, 0.0000000E+000, 9.4304194E+002, 9.4784691E+002, 0.0000000E+000, 2.2301808E-002, 0.0000000E+000, 8.1693256E+003
 2.7957163E+000, 9.5849053E+002,-2.4125195E+002,-1.2209128E-001,-1.6115401E+001,-5.5832374E-002, 2.7773877E+002, 0.0000000E+000, 9.7523167E+002, 9.7868403E+002, 0.0000000E+000, 2.2313385E-002, 0.0000000E+000, 8.3244754E+003
 2.8254454E+000, 9.7070647E+002,-2.4451760E+002,-1.2077321E-001,-1.7343851E+001,-5.6206287E-002, 2.8282598E+002, 0.0000000E+000, 9.9060573E+002, 9.9149402E+002, 0.0000000E+000, 2.2324257E-002, 0.0000000E+000, 8.4562967E+003
 2.8526018E+000, 9.6965630E+002,-2.4232634E+002,-1.2166041E-001,-1.8224014E+001,-5.6411028E-002, 2.8394564E+002, 0.0000000E+000, 9.9411106E+002, 9.9287351E+002, 0.0000000E+000, 2.2333073E-002, 0.0000000E+000, 8.5773557E+003
 2.8807054E+000, 9.6057242E+002,-2.3909646E+002,-1.2111221E-001,-1.9034574E+001,-5.6547469E-002, 2.8194752E+002, 0.0000000E+000, 9.8674905E+002, 9.8421124E+002, 0.0000000E+000, 2.2341269E-002, 0.0000000E+000, 8.7018621E+003
 2.9157026E+000, 9.5819311E+002,-2.3946197E+002,-1.2115567E-001,-2.0016622E+001,-5.6576031E-002, 2.7942717E+002, 0.0000000E+000, 9.7885606E+002, 9.7796395E+002, 0.0000000E+000, 2.2350083E-002, 0.0000000E+000, 8.8554203E+003
