s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1
 6.4812536E+000, 4.9011281E+002,-1.2852185E+002,-5.8755510E-002,-3.2571003E+001,-3.0909122E-002, 1.3160419E+002, 0.0000000E+000, 4.6374946E+002, 4.6053448E+002, 0.0000000E+000, 1.1242552E-002, 0.0000000E+000, 1.2480796E+004
 6.5105038E+000, 4.8477823E+002,-1.2695952E+002,-5.7970663E-002,-3.2699900E+001,-3.0873167E-002, 1.2923963E+002, 0.0000000E+000, 4.5319824E+002, 4.5426959E+002, 0.0000000E+000, 1.1242555E-002, 0.0000000E+000, 1.2540116E+004
 6.5495038E+000, 4.8079685E+002,-1.2711372E+002,-5.8410470E-002,-3.2821163E+001,-3.0951281E-002, 1.2723930E+002, 0.0000000E+000, 4.4881196E+002, 4.4801191E+002, 0.0000000E+000, 1.1242558E-002, 0.0000000E+000, 1.2618127E+004
 6.5787539E+000, 4.8168177E+002,-1.2609840E+002,-5.8073994E-002,-3.2864453E+001,-3.1041177E-002, 1.2736494E+002, 0.0000000E+000, 4.4837774E+002, 4.4999475E+002, 0.0000000E+000, 1.1242561E-002, 0.0000000E+000, 1.2676496E+004
 6.6080036E+000, 4.9259453E+002,-1.3096298E+002,-5.8080973E-002,-3.2876012E+001,-3.1277764E-002, 1.2954842E+002, 0.0000000E+000, 4.5597425E+002, 4.5821460E+002, 0.0000000E+000, 1.1242564E-002, 0.0000000E+000, 1.2735799E+004
 6.6372538E+000, 4.9630648E+002,-1.2957691E+002,-5.8340658E-002,-3.2897011E+001,-3.1316309E-002, 1.3157071E+002, 0.0000000E+000, 4.6231454E+002, 4.6531362E+002, 0.0000000E+000, 1.1242566E-002, 0.0000000E+000, 1.2795958E+004
 6.6665039E+000, 5.0334154E+002,-1.3140583E+002,-5.8417419E-002,-3.2928430E+001,-3.1194246E-002, 1.3399928E+002, 0.0000000E+000, 4.7312603E+002, 4.7291695E+002, 0.0000000E+000, 1.1242568E-002, 0.0000000E+000, 1.2857498E+004
 6.6957541E+000, 5.0705679E+002,-1.3127353E+002,-5.8357804E-002,-3.2961599E+001,-3.1244403E-002, 1.3518861E+002, 0.0000000E+000, 4.7568450E+002, 4.7792067E+002, 0.0000000E+000, 1.1242570E-002, 0.0000000E+000, 1.2919379E+004
 6.7259789E+000, 5.0406917E+002,-1.3060254E+002,-5.7970681E-002,-3.3014910E+001,-3.1314490E-002, 1.3538514E+002, 0.0000000E+000, 4.7715374E+002, 4.7574757E+002, 0.0000000E+000, 1.1242573E-002, 0.0000000E+000, 1.2983693E+004
 6.7581539E+000, 5.0265276E+002,-1.3124831E+002,-5.8035474E-002,-3.3094494E+001,-3.1344741E-002, 1.3495654E+002, 0.0000000E+000, 4.7353792E+002, 4.7317712E+002, 0.0000000E+000, 1.1242575E-002, 0.0000000E+000, 1.3051854E+004
 6.7890568E+000, 5.1201684E+002,-1.3452483E+002,-5.6900244E-002,-3.3194205E+001,-3.1266532E-002, 1.3658262E+002, 0.0000000E+000, 4.7653574E+002, 4.8079226E+002, 0.0000000E+000, 1.1242576E-002, 0.0000000E+000, 1.3117764E+004
 6.8174148E+000, 5.1521616E+002,-1.3106187E+002,-5.8715626E-002,-3.3320436E+001,-3.1185474E-002, 1.4037526E+002, 0.0000000E+000, 4.9028488E+002, 4.9111922E+002, 0.0000000E+000, 1.1242578E-002, 0.0000000E+000, 1.3180092E+004
 6.8424439E+000, 5.1936143E+002,-1.2764335E+002,-5.8246799E-002,-3.3450443E+001,-3.1214707E-002, 1.4381412E+002, 0.0000000E+000, 4.9888164E+002, 5.0199230E+002, 0.0000000E+000, 1.1242579E-002, 0.0000000E+000, 1.3236348E+004
 6.8758168E+000, 5.1513030E+002,-1.2511741E+002,-5.8445161E-002,-3.3608893E+001,-3.1305924E-002, 1.4475394E+002, 0.0000000E+000, 5.0268099E+002, 5.0106818E+002, 0.0000000E+000, 1.1242581E-002, 0.0000000E+000, 1.3312262E+004
 6.9008460E+000, 5.0745928E+002,-1.2176428E+002,-5.8207169E-002,-3.3747614E+001,-3.1300973E-002, 1.4308991E+002, 0.0000000E+000, 4.9554716E+002, 4.9494779E+002, 0.0000000E+000, 1.1242582E-002, 0.0000000E+000, 1.3368539E+004
 6.9342189E+000, 4.9783083E+002,-1.1920526E+002,-5.8290627E-002,-3.3855254E+001,-3.1161977E-002, 1.4043804E+002, 0.0000000E+000, 4.8757598E+002, 4.8511890E+002, 0.0000000E+000, 1.1242584E-002, 0.0000000E+000, 1.3442331E+004
 6.9675913E+000, 4.8848039E+002,-1.1906076E+002,-5.8693607E-002,-3.3928058E+001,-3.0984268E-002, 1.3670392E+002, 0.0000000E+000, 4.7560652E+002, 4.7210582E+002, 0.0000000E+000, 1.1242585E-002, 0.0000000E+000, 1.3514247E+004
 6.9926209E+000, 4.8043409E+002,-1.1832416E+002,-5.8380972E-002,-3.3932844E+001,-3.0961982E-002, 1.3344667E+002, 0.0000000E+000, 4.6367754E+002, 4.6153442E+002, 0.0000000E+000, 1.1242586E-002, 0.0000000E+000, 1.3566818E+004
 7.0259933E+000, 4.7360181E+002,-1.1780356E+002,-5.8523681E-002,-3.3883770E+001,-3.0969892E-002, 1.3047489E+002, 0.0000000E+000, 4.5349044E+002, 4.5229987E+002, 0.0000000E+000, 1.1242587E-002, 0.0000000E+000, 1.3635299E+004
 7.0510230E+000, 4.7158993E+002,-1.2025659E+002,-5.9028629E-002,-3.3805547E+001,-3.0936180E-002, 1.2852541E+002, 0.0000000E+000, 4.4909050E+002, 4.4596324E+002, 0.0000000E+000, 1.1242588E-002, 0.0000000E+000, 1.3685978E+004
 7.0843954E+000, 4.7384329E+002,-1.2281093E+002,-5.8410901E-002,-3.3705286E+001,-3.0906653E-002, 1.2740758E+002, 0.0000000E+000, 4.4408821E+002, 4.4464533E+002, 0.0000000E+000, 1.1242589E-002, 0.0000000E+000, 1.3752704E+004
 7.1177678E+000, 4.8016313E+002,-1.2660226E+002,-5.8664354E-002,-3.3579629E+001,-3.0828536E-002, 1.2757166E+002, 0.0000000E+000, 4.4633349E+002, 4.4746341E+002, 0.0000000E+000, 1.1242590E-002, 0.0000000E+000, 1.3819475E+004
 7.1427975E+000, 4.9031127E+002,-1.3163111E+002,-5.8450963E-002,-3.3455768E+001,-3.0885841E-002, 1.2908354E+002, 0.0000000E+000, 4.5290677E+002, 4.5421860E+002, 0.0000000E+000, 1.1242591E-002, 0.0000000E+000, 1.3870118E+004
 7.1761699E+000, 4.9031466E+002,-1.3057078E+002,-5.8507873E-002,-3.3299766E+001,-3.0950392E-002, 1.2959844E+002, 0.0000000E+000, 4.5517744E+002, 4.5595309E+002, 0.0000000E+000, 1.1242592E-002, 0.0000000E+000, 1.3937938E+004
 7.2011995E+000, 4.9378606E+002,-1.3063520E+002,-5.8481301E-002,-3.3132100E+001,-3.0981808E-002, 1.3063296E+002, 0.0000000E+000, 4.5904812E+002, 4.6056225E+002, 0.0000000E+000, 1.1242593E-002, 0.0000000E+000, 1.3989197E+004
 7.2345719E+000, 4.9660379E+002,-1.3070201E+002,-5.8400724E-002,-3.3011862E+001,-3.1034888E-002, 1.3147491E+002, 0.0000000E+000, 4.6249504E+002, 4.6427539E+002, 0.0000000E+000, 1.1242594E-002, 0.0000000E+000, 1.4057946E+004
 7.2621045E+000, 4.9772195E+002,-1.3077447E+002,-5.8561009E-002,-3.2962616E+001,-3.1027664E-002, 1.3216402E+002, 0.0000000E+000, 4.6696205E+002, 4.6605930E+002, 0.0000000E+000, 1.1242594E-002, 0.0000000E+000, 1.4115148E+004
 7.2988143E+000, 5.0187477E+002,-1.3078118E+002,-5.8475819E-002,-3.2982882E+001,-3.0930513E-002, 1.3325141E+002, 0.0000000E+000, 4.6978063E+002, 4.7127271E+002, 0.0000000E+000, 1.1242595E-002, 0.0000000E+000, 1.4191810E+004
 7.3272643E+000, 5.0412405E+002,-1.3079676E+002,-5.8701861E-002,-3.3083356E+001,-3.1092145E-002, 1.3407118E+002, 0.0000000E+000, 4.7301163E+002, 4.7422531E+002, 0.0000000E+000, 1.1242596E-002, 0.0000000E+000, 1.4251604E+004
 7.3575501E+000, 4.9562856E+002,-1.2933239E+002,-5.8399106E-002,-3.3223820E+001,-3.1217939E-002, 1.3264115E+002, 0.0000000E+000, 4.6915216E+002, 4.6562388E+002, 0.0000000E+000, 1.1242596E-002, 0.0000000E+000, 1.4314891E+004
 7.3878355E+000, 4.8689225E+002,-1.2504133E+002,-5.7743108E-002,-3.3363308E+001,-3.1213083E-002, 1.3066423E+002, 0.0000000E+000, 4.6021870E+002, 4.5906288E+002, 0.0000000E+000, 1.1242597E-002, 0.0000000E+000, 1.4377108E+004
 7.4181213E+000, 4.8926604E+002,-1.2616717E+002,-5.7504096E-002,-3.3486418E+001,-3.1252440E-002, 1.3072883E+002, 0.0000000E+000, 4.5919911E+002, 4.6025252E+002, 0.0000000E+000, 1.1242597E-002, 0.0000000E+000, 1.4439169E+004
 7.4463739E+000, 4.9809632E+002,-1.3153723E+002,-5.7924728E-002,-3.3592295E+001,-3.1263640E-002, 1.3156141E+002, 0.0000000E+000, 4.6186566E+002, 4.6443902E+002, 0.0000000E+000, 1.1242598E-002, 0.0000000E+000, 1.4497363E+004
 7.4736094E+000, 5.0381336E+002,-1.3328031E+002,-5.8402785E-002,-3.3691860E+001,-3.1275148E-002, 1.3317494E+002, 0.0000000E+000, 4.6876126E+002, 4.6992644E+002, 0.0000000E+000, 1.1242598E-002, 0.0000000E+000, 1.4554222E+004
 7.5008454E+000, 5.0282880E+002,-1.3277177E+002,-5.8290224E-002,-3.3780626E+001,-3.1260500E-002, 1.3363182E+002, 0.0000000E+000, 4.7062297E+002, 4.6981867E+002, 0.0000000E+000, 1.1242599E-002, 0.0000000E+000, 1.4611377E+004
 7.5333200E+000, 5.0891261E+002,-1.3284164E+002,-5.7980419E-002,-3.3872084E+001,-3.1263436E-002, 1.3535578E+002, 0.0000000E+000, 4.7485921E+002, 4.7746542E+002, 0.0000000E+000, 1.1242599E-002, 0.0000000E+000, 1.4680181E+004
 7.5657945E+000, 5.1271988E+002,-1.3242064E+002,-5.8301354E-002,-3.3990085E+001,-3.1210103E-002, 1.3769413E+002, 0.0000000E+000, 4.8178558E+002, 4.8391377E+002, 0.0000000E+000, 1.1242599E-002, 0.0000000E+000, 1.4750157E+004
 7.5901504E+000, 5.1401968E+002,-1.3229107E+002,-5.8384896E-002,-3.4104333E+001,-3.1209824E-002, 1.3981159E+002, 0.0000000E+000, 4.8863823E+002, 4.8734627E+002, 0.0000000E+000, 1.1242600E-002, 0.0000000E+000, 1.4803636E+004
 7.6226249E+000, 5.0794751E+002,-1.2822587E+002,-5.8305024E-002,-3.4206774E+001,-3.1239624E-002, 1.3963658E+002, 0.0000000E+000, 4.8523066E+002, 4.8506191E+002, 0.0000000E+000, 1.1242600E-002, 0.0000000E+000, 1.4874800E+004
 7.6559114E+000, 5.0536837E+002,-1.2685032E+002,-5.8143871E-002,-3.4305787E+001,-3.1311969E-002, 1.4006120E+002, 0.0000000E+000, 4.8502216E+002, 4.8418401E+002, 0.0000000E+000, 1.1242600E-002, 0.0000000E+000, 1.4948009E+004
 7.6827030E+000, 5.0671546E+002,-1.2644335E+002,-5.8147759E-002,-3.4377672E+001,-3.1312708E-002, 1.4065536E+002, 0.0000000E+000, 4.8438964E+002, 4.8646034E+002, 0.0000000E+000, 1.1242601E-002, 0.0000000E+000, 1.5007016E+004
 7.7184253E+000, 5.1283053E+002,-1.2962786E+002,-5.8079148E-002,-3.4425279E+001,-3.1357550E-002, 1.4121267E+002, 0.0000000E+000, 4.8812578E+002, 4.8990063E+002, 0.0000000E+000, 1.1242601E-002, 0.0000000E+000, 1.5086085E+004
 7.7452168E+000, 5.2094127E+002,-1.3114530E+002,-5.8140010E-002,-3.4455400E+001,-3.1330408E-002, 1.4320934E+002, 0.0000000E+000, 4.9715155E+002, 4.9846044E+002, 0.0000000E+000, 1.1242601E-002, 0.0000000E+000, 1.5146255E+004
 7.7720084E+000, 5.2897274E+002,-1.3195771E+002,-5.8132338E-002,-3.4475938E+001,-3.1282564E-002, 1.4510212E+002, 0.0000000E+000, 5.0397648E+002, 5.0755180E+002, 0.0000000E+000, 1.1242601E-002, 0.0000000E+000, 1.5207059E+004
 7.8077302E+000, 5.3222661E+002,-1.3532295E+002,-5.8392666E-002,-3.4519241E+001,-3.1229990E-002, 1.4562231E+002, 0.0000000E+000, 5.0896317E+002, 5.0791711E+002, 0.0000000E+000, 1.1242602E-002, 0.0000000E+000, 1.5288809E+004
 7.8345218E+000, 5.2432666E+002,-1.3337357E+002,-5.8848329E-002,-3.4587458E+001,-3.1144702E-002, 1.4366591E+002, 0.0000000E+000, 5.0277566E+002, 4.9994154E+002, 0.0000000E+000, 1.1242602E-002, 0.0000000E+000, 1.5349412E+004
 7.8613133E+000, 5.1209739E+002,-1.2961997E+002,-5.8370537E-002,-3.4650149E+001,-3.1195084E-002, 1.4048570E+002, 0.0000000E+000, 4.9231803E+002, 4.8822340E+002, 0.0000000E+000, 1.1242602E-002, 0.0000000E+000, 1.5408757E+004
 7.8970356E+000, 5.0373589E+002,-1.2748329E+002,-5.8313266E-002,-3.4721699E+001,-3.1108606E-002, 1.3733732E+002, 0.0000000E+000, 4.8067072E+002, 4.7877880E+002, 0.0000000E+000, 1.1242602E-002, 0.0000000E+000, 1.5485970E+004
 7.9238272E+000, 4.9651713E+002,-1.2522303E+002,-5.8383642E-002,-3.4799840E+001,-3.1005985E-002, 1.3472579E+002, 0.0000000E+000, 4.7204583E+002, 4.7113066E+002, 0.0000000E+000, 1.1242603E-002, 0.0000000E+000, 1.5542695E+004
 7.9506187E+000, 4.9478664E+002,-1.2895269E+002,-5.8686745E-002,-3.4887615E+001,-3.1015831E-002, 1.3273937E+002, 0.0000000E+000, 4.6673395E+002, 4.6359600E+002, 0.0000000E+000, 1.1242603E-002, 0.0000000E+000, 1.5598734E+004
 7.9863405E+000, 4.9300759E+002,-1.2632916E+002,-5.8276364E-002,-3.4997741E+001,-3.0958837E-002, 1.3193486E+002, 0.0000000E+000, 4.6182236E+002, 4.6352632E+002, 0.0000000E+000, 1.1242603E-002, 0.0000000E+000, 1.5672588E+004
 8.0131321E+000, 4.9273671E+002,-1.2763619E+002,-5.9000646E-002,-3.5121927E+001,-3.0857690E-002, 1.3155895E+002, 0.0000000E+000, 4.6400860E+002, 4.6144768E+002, 0.0000000E+000, 1.1242603E-002, 0.0000000E+000, 1.5728088E+004
 8.0488539E+000, 4.9017425E+002,-1.2866147E+002,-5.8638464E-002,-3.5231151E+001,-3.0907917E-002, 1.3017157E+002, 0.0000000E+000, 4.5809604E+002, 4.5636364E+002, 0.0000000E+000, 1.1242603E-002, 0.0000000E+000, 1.5801215E+004
 8.0756454E+000, 4.8683547E+002,-1.2861815E+002,-5.8235344E-002,-3.5325282E+001,-3.0979346E-002, 1.2851774E+002, 0.0000000E+000, 4.5081927E+002, 4.5132056E+002, 0.0000000E+000, 1.1242603E-002, 0.0000000E+000, 1.5855236E+004
 8.1024370E+000, 4.8747152E+002,-1.2970754E+002,-5.8377454E-002,-3.5431219E+001,-3.1111694E-002, 1.2830408E+002, 0.0000000E+000, 4.5060438E+002, 4.5054734E+002, 0.0000000E+000, 1.1242603E-002, 0.0000000E+000, 1.5909213E+004
 8.1381598E+000, 4.9272257E+002,-1.3026489E+002,-5.8052698E-002,-3.5593649E+001,-3.1225419E-002, 1.2933685E+002, 0.0000000E+000, 4.5393522E+002, 4.5611161E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.5981578E+004
 8.1649513E+000, 4.9026435E+002,-1.2778494E+002,-5.8356918E-002,-3.5784257E+001,-3.1312316E-002, 1.2999259E+002, 0.0000000E+000, 4.5728953E+002, 4.5659808E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6036276E+004
 8.1926355E+000, 4.9267192E+002,-1.2968546E+002,-5.8162514E-002,-3.5953116E+001,-3.1321238E-002, 1.2985207E+002, 0.0000000E+000, 4.5699803E+002, 4.5679593E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6092745E+004
 8.2221060E+000, 4.9360376E+002,-1.2970303E+002,-5.7947392E-002,-3.6151589E+001,-3.1246026E-002, 1.2985527E+002, 0.0000000E+000, 4.5588188E+002, 4.5751521E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6152720E+004
 8.2515774E+000, 5.0111945E+002,-1.3151152E+002,-5.8506918E-002,-3.6386142E+001,-3.1096736E-002, 1.3147234E+002, 0.0000000E+000, 4.6388067E+002, 4.6460452E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6213498E+004
 8.2810478E+000, 4.9622376E+002,-1.3008854E+002,-5.8016674E-002,-3.6605185E+001,-3.1166869E-002, 1.3079216E+002, 0.0000000E+000, 4.6046553E+002, 4.6023301E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6273984E+004
 8.3105183E+000, 4.9672163E+002,-1.2751082E+002,-5.7973011E-002,-3.6783759E+001,-3.1283512E-002, 1.3223332E+002, 0.0000000E+000, 4.6291626E+002, 4.6457111E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6335011E+004
 8.3498125E+000, 5.1042149E+002,-1.3332242E+002,-5.7982590E-002,-3.6945447E+001,-3.1347518E-002, 1.3545834E+002, 0.0000000E+000, 4.7317379E+002, 4.7552264E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6418291E+004
 8.3792839E+000, 5.1519799E+002,-1.3370054E+002,-5.8070971E-002,-3.7071429E+001,-3.1423106E-002, 1.3792596E+002, 0.0000000E+000, 4.7970285E+002, 4.8226249E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6481873E+004
 8.4087543E+000, 5.1947952E+002,-1.3242916E+002,-5.8229959E-002,-3.7172264E+001,-3.1364113E-002, 1.4021063E+002, 0.0000000E+000, 4.8890601E+002, 4.8999913E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6546652E+004
 8.4382248E+000, 5.2106826E+002,-1.3404285E+002,-5.8225727E-002,-3.7262921E+001,-3.1345457E-002, 1.4044142E+002, 0.0000000E+000, 4.9087418E+002, 4.9011435E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6611639E+004
 8.4676952E+000, 5.1840045E+002,-1.3236817E+002,-5.8192802E-002,-3.7345347E+001,-3.1374855E-002, 1.4034732E+002, 0.0000000E+000, 4.9016745E+002, 4.8894469E+002, 0.0000000E+000, 1.1242604E-002, 0.0000000E+000, 1.6676637E+004
 8.4971666E+000, 5.1211502E+002,-1.2973542E+002,-5.8076779E-002,-3.7400528E+001,-3.1282695E-002, 1.3880811E+002, 0.0000000E+000, 4.8466810E+002, 4.8369782E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.6740944E+004
 8.5266371E+000, 5.0210794E+002,-1.2830423E+002,-5.8076447E-002,-3.7417355E+001,-3.1237051E-002, 1.3613075E+002, 0.0000000E+000, 4.7541822E+002, 4.7242779E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.6804108E+004
 8.5561075E+000, 4.9193360E+002,-1.2691503E+002,-5.8124846E-002,-3.7400538E+001,-3.1268021E-002, 1.3271514E+002, 0.0000000E+000, 4.6425222E+002, 4.6024377E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.6865793E+004
 8.5855789E+000, 4.8373065E+002,-1.2389791E+002,-5.8001870E-002,-3.7361398E+001,-3.1251713E-002, 1.3022358E+002, 0.0000000E+000, 4.5524969E+002, 4.5260567E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.6926236E+004
 8.6150494E+000, 4.7754895E+002,-1.2376972E+002,-5.8186146E-002,-3.7319037E+001,-3.1200105E-002, 1.2751999E+002, 0.0000000E+000, 4.4584199E+002, 4.4389079E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.6985379E+004
 8.6435375E+000, 4.7564212E+002,-1.2336695E+002,-5.7440416E-002,-3.7306506E+001,-3.1175082E-002, 1.2552932E+002, 0.0000000E+000, 4.4044910E+002, 4.4040937E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7041580E+004
 8.6700602E+000, 4.7798395E+002,-1.2534949E+002,-5.8345537E-002,-3.7369448E+001,-3.1141509E-002, 1.2507215E+002, 0.0000000E+000, 4.4111801E+002, 4.4024767E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7093728E+004
 8.7054243E+000, 4.7933217E+002,-1.2595295E+002,-5.8240400E-002,-3.7546757E+001,-3.1150735E-002, 1.2461952E+002, 0.0000000E+000, 4.3981476E+002, 4.4036259E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7162881E+004
 8.7319479E+000, 4.7997489E+002,-1.2701606E+002,-5.8758202E-002,-3.7809987E+001,-3.1047381E-002, 1.2443487E+002, 0.0000000E+000, 4.3993808E+002, 4.3949391E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7214713E+004
 8.7673111E+000, 4.7824130E+002,-1.2704036E+002,-5.8448441E-002,-3.8095404E+001,-3.0980362E-002, 1.2408047E+002, 0.0000000E+000, 4.3773641E+002, 4.3709657E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7283616E+004
 8.7938347E+000, 4.7920725E+002,-1.2665692E+002,-5.7942738E-002,-3.8369136E+001,-3.1050697E-002, 1.2441915E+002, 0.0000000E+000, 4.3695579E+002, 4.3851135E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7335321E+004
 8.8203573E+000, 4.8305491E+002,-1.2799838E+002,-5.8509285E-002,-3.8597637E+001,-3.1061720E-002, 1.2507904E+002, 0.0000000E+000, 4.4005429E+002, 4.4144837E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7387325E+004
 8.8557215E+000, 4.8884097E+002,-1.3087366E+002,-5.8565184E-002,-3.8855871E+001,-3.1019708E-002, 1.2596922E+002, 0.0000000E+000, 4.4458574E+002, 4.4499108E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7457224E+004
 8.8822451E+000, 4.9656480E+002,-1.3444767E+002,-5.8232332E-002,-3.9086289E+001,-3.1121655E-002, 1.2755121E+002, 0.0000000E+000, 4.4882344E+002, 4.5049270E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7510208E+004
 8.9176092E+000, 4.9865403E+002,-1.3269143E+002,-5.8620119E-002,-3.9258181E+001,-3.1163855E-002, 1.2911519E+002, 0.0000000E+000, 4.5485078E+002, 4.5572983E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7581795E+004
 8.9441319E+000, 4.9960480E+002,-1.3287213E+002,-5.8510614E-002,-3.9365722E+001,-3.1165721E-002, 1.2952303E+002, 0.0000000E+000, 4.5613827E+002, 4.5680031E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7635666E+004
 8.9706545E+000, 4.9444514E+002,-1.2979827E+002,-5.8348113E-002,-3.9407412E+001,-3.1151362E-002, 1.2934747E+002, 0.0000000E+000, 4.5536341E+002, 4.5449742E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7689570E+004
 9.0095549E+000, 4.9196207E+002,-1.2984756E+002,-5.8108241E-002,-3.9412897E+001,-3.1173521E-002, 1.2871644E+002, 0.0000000E+000, 4.5219574E+002, 4.5132877E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7768207E+004
 9.0387306E+000, 4.9208665E+002,-1.2960662E+002,-5.8226214E-002,-3.9404034E+001,-3.1092341E-002, 1.2852273E+002, 0.0000000E+000, 4.5147892E+002, 4.5150940E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7827069E+004
 9.0666208E+000, 4.9971935E+002,-1.3202343E+002,-5.7719318E-002,-3.9419027E+001,-3.1096203E-002, 1.2969702E+002, 0.0000000E+000, 4.5402827E+002, 4.5788509E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7883601E+004
 9.0919428E+000, 5.0855120E+002,-1.3321371E+002,-5.8614636E-002,-3.9479888E+001,-3.1101925E-002, 1.3255711E+002, 0.0000000E+000, 4.6708600E+002, 4.6832499E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.7936204E+004
 9.1257038E+000, 5.1773119E+002,-1.3623467E+002,-5.8481113E-002,-3.9578799E+001,-3.1190444E-002, 1.3456364E+002, 0.0000000E+000, 4.7414025E+002, 4.7639169E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.8007323E+004
 9.1518688E+000, 5.2153936E+002,-1.3773143E+002,-5.8200786E-002,-3.9702969E+001,-3.1294500E-002, 1.3624071E+002, 0.0000000E+000, 4.8038726E+002, 4.8025617E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.8063252E+004
 9.1890068E+000, 5.1865815E+002,-1.3494015E+002,-5.8189362E-002,-3.9869605E+001,-3.1272804E-002, 1.3699040E+002, 0.0000000E+000, 4.8106088E+002, 4.8074933E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.8143077E+004
 9.2168598E+000, 5.1385101E+002,-1.3405512E+002,-5.8107866E-002,-4.0060788E+001,-3.1297290E-002, 1.3633894E+002, 0.0000000E+000, 4.7681124E+002, 4.7598463E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.8202685E+004
 9.2447128E+000, 5.0886301E+002,-1.3143121E+002,-5.8241545E-002,-4.0235702E+001,-3.1305456E-002, 1.3558946E+002, 0.0000000E+000, 4.7470740E+002, 4.7269601E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.8262101E+004
 9.2775421E+000, 5.0764115E+002,-1.3105685E+002,-5.8139123E-002,-4.0413060E+001,-3.1288248E-002, 1.3468551E+002, 0.0000000E+000, 4.7101883E+002, 4.7076733E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.8331520E+004
 9.3010874E+000, 5.1283260E+002,-1.3268639E+002,-5.8243500E-002,-4.0568473E+001,-3.1315107E-002, 1.3526910E+002, 0.0000000E+000, 4.7251503E+002, 4.7475728E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.8381375E+004
 9.3324804E+000, 5.1491313E+002,-1.3202306E+002,-5.8291439E-002,-4.0718179E+001,-3.1313732E-002, 1.3645917E+002, 0.0000000E+000, 4.7766624E+002, 4.7854146E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.8448545E+004
 9.3638725E+000, 5.1460286E+002,-1.3109434E+002,-5.8117728E-002,-4.0899720E+001,-3.1316343E-002, 1.3723003E+002, 0.0000000E+000, 4.7947381E+002, 4.7974940E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.8516129E+004
 9.3968353E+000, 5.1471392E+002,-1.3049804E+002,-5.8320030E-002,-4.1132711E+001,-3.1344430E-002, 1.3823340E+002, 0.0000000E+000, 4.8176492E+002, 4.8122690E+002, 0.0000000E+000, 1.1242605E-002, 0.0000000E+000, 1.8587653E+004
