Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 3.056E-01, 1.475E+02, 6.416E+01, 1.007E+02, 1.909E+01, 2.029E+01, 1.244E+01, 0.000E+00, 8.780E+01, 1.498E+01, 3.283E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.673E+02
