s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1
 6.7848654E+000, 1.4429006E+003,-3.6364515E+002,-1.8524743E-001,-1.0071697E+002,-8.3046608E-002, 3.8889846E+002, 0.0000000E+000, 1.3703422E+003, 1.3671687E+003, 0.0000000E+000, 3.3728066E-002, 0.0000000E+000, 3.8652303E+004
 6.8137994E+000, 1.4177826E+003,-3.5911068E+002,-1.8356305E-001,-1.0093541E+002,-8.3827844E-002, 3.8199293E+002, 0.0000000E+000, 1.3441617E+003, 1.3394621E+003, 0.0000000E+000, 3.3728071E-002, 0.0000000E+000, 3.8826145E+004
 6.8427334E+000, 1.3980587E+003,-3.5040162E+002,-1.8429688E-001,-1.0113467E+002,-8.4474935E-002, 3.7676989E+002, 0.0000000E+000, 1.3241350E+003, 1.3230235E+003, 0.0000000E+000, 3.3728075E-002, 0.0000000E+000, 3.8997378E+004
 6.8716674E+000, 1.4138991E+003,-3.5813512E+002,-1.8260927E-001,-1.0127006E+002,-8.4772147E-002, 3.7725894E+002, 0.0000000E+000, 1.3291555E+003, 1.3314855E+003, 0.0000000E+000, 3.3728080E-002, 0.0000000E+000, 3.9168647E+004
 6.9006019E+000, 1.4390631E+003,-3.6968207E+002,-1.8415148E-001,-1.0132226E+002,-8.4598927E-002, 3.7880108E+002, 0.0000000E+000, 1.3421914E+003, 1.3465910E+003, 0.0000000E+000, 3.3728084E-002, 0.0000000E+000, 3.9340548E+004
 6.9367695E+000, 1.4663572E+003,-3.8161160E+002,-1.8485940E-001,-1.0122703E+002,-8.4583587E-002, 3.8269201E+002, 0.0000000E+000, 1.3618797E+003, 1.3659412E+003, 0.0000000E+000, 3.3728088E-002, 0.0000000E+000, 3.9557590E+004
 6.9648814E+000, 1.4724064E+003,-3.8459475E+002,-1.8029773E-001,-1.0097580E+002,-8.4900442E-002, 3.8500401E+002, 0.0000000E+000, 1.3695780E+003, 1.3715747E+003, 0.0000000E+000, 3.3728092E-002, 0.0000000E+000, 3.9727234E+004
 6.9905281E+000, 1.5024562E+003,-3.9736732E+002,-1.8128748E-001,-1.0074426E+002,-8.5062271E-002, 3.9071168E+002, 0.0000000E+000, 1.3899417E+003, 1.3947899E+003, 0.0000000E+000, 3.3728096E-002, 0.0000000E+000, 3.9884216E+004
 7.0232277E+000, 1.5097013E+003,-4.0071545E+002,-1.8474567E-001,-1.0049074E+002,-8.4874740E-002, 3.9359858E+002, 0.0000000E+000, 1.4008316E+003, 1.4018240E+003, 0.0000000E+000, 3.3728099E-002, 0.0000000E+000, 4.0086155E+004
 7.0514393E+000, 1.5124653E+003,-3.9744458E+002,-1.8462125E-001,-1.0025466E+002,-8.4717078E-002, 3.9594387E+002, 0.0000000E+000, 1.4098936E+003, 1.4104406E+003, 0.0000000E+000, 3.3728102E-002, 0.0000000E+000, 4.0261485E+004
 7.0867033E+000, 1.5303976E+003,-4.0346057E+002,-1.8466535E-001,-1.0012486E+002,-8.4761302E-002, 3.9775951E+002, 0.0000000E+000, 1.4186062E+003, 1.4243023E+003, 0.0000000E+000, 3.3728105E-002, 0.0000000E+000, 4.0481366E+004
 7.1149144E+000, 1.5590896E+003,-4.1328771E+002,-1.8075522E-001,-1.0015738E+002,-8.4816044E-002, 4.0302747E+002, 0.0000000E+000, 1.4419408E+003, 1.4484064E+003, 0.0000000E+000, 3.3728108E-002, 0.0000000E+000, 4.0659504E+004
 7.1452417E+000, 1.5962605E+003,-4.2255774E+002,-1.8392635E-001,-1.0034096E+002,-8.4888598E-002, 4.1187517E+002, 0.0000000E+000, 1.4756082E+003, 1.4849681E+003, 0.0000000E+000, 3.3728111E-002, 0.0000000E+000, 4.0854967E+004
 7.1762743E+000, 1.6270657E+003,-4.2725749E+002,-1.8326310E-001,-1.0063472E+002,-8.5127026E-002, 4.2197688E+002, 0.0000000E+000, 1.5104972E+003, 1.5208819E+003, 0.0000000E+000, 3.3728113E-002, 0.0000000E+000, 4.1059834E+004
 7.2073069E+000, 1.6603509E+003,-4.3542386E+002,-1.8215057E-001,-1.0099954E+002,-8.5277613E-002, 4.3031490E+002, 0.0000000E+000, 1.5499533E+003, 1.5539749E+003, 0.0000000E+000, 3.3728116E-002, 0.0000000E+000, 4.1269239E+004
 7.2305813E+000, 1.6427891E+003,-4.3421927E+002,-1.8459773E-001,-1.0137442E+002,-8.5265675E-002, 4.2671720E+002, 0.0000000E+000, 1.5432074E+003, 1.5336428E+003, 0.0000000E+000, 3.3728118E-002, 0.0000000E+000, 4.1425637E+004
 7.2616134E+000, 1.6302357E+003,-4.2750981E+002,-1.8205468E-001,-1.0175864E+002,-8.5161487E-002, 4.2316358E+002, 0.0000000E+000, 1.5225271E+003, 1.5238636E+003, 0.0000000E+000, 3.3728120E-002, 0.0000000E+000, 4.1631732E+004
 7.2926459E+000, 1.6103017E+003,-4.1871619E+002,-1.8202381E-001,-1.0219298E+002,-8.4675480E-002, 4.1977357E+002, 0.0000000E+000, 1.5099749E+003, 1.5088994E+003, 0.0000000E+000, 3.3728122E-002, 0.0000000E+000, 4.1836291E+004
 7.3200970E+000, 1.5977368E+003,-4.1061066E+002,-1.8294043E-001,-1.0260810E+002,-8.4781254E-002, 4.1918284E+002, 0.0000000E+000, 1.5067319E+003, 1.5034331E+003, 0.0000000E+000, 3.3728124E-002, 0.0000000E+000, 4.2017049E+004
 7.3544106E+000, 1.5993227E+003,-4.0751748E+002,-1.8421931E-001,-1.0311718E+002,-8.4597354E-002, 4.2102049E+002, 0.0000000E+000, 1.5061718E+003, 1.5094397E+003, 0.0000000E+000, 3.3728125E-002, 0.0000000E+000, 4.2243591E+004
 7.3818617E+000, 1.5648641E+003,-4.0066510E+002,-1.8630848E-001,-1.0365181E+002,-8.4306206E-002, 4.1488955E+002, 0.0000000E+000, 1.4878327E+003, 1.4751661E+003, 0.0000000E+000, 3.3728127E-002, 0.0000000E+000, 4.2423142E+004
 7.4161754E+000, 1.5331660E+003,-3.8670025E+002,-1.8246123E-001,-1.0418881E+002,-8.4316870E-002, 4.0778659E+002, 0.0000000E+000, 1.4504059E+003, 1.4497968E+003, 0.0000000E+000, 3.3728129E-002, 0.0000000E+000, 4.2642792E+004
 7.4436259E+000, 1.5156916E+003,-3.7899199E+002,-1.8385268E-001,-1.0475116E+002,-8.4060264E-002, 4.0660632E+002, 0.0000000E+000, 1.4374662E+003, 1.4382868E+003, 0.0000000E+000, 3.3728130E-002, 0.0000000E+000, 4.2817864E+004
 7.4710770E+000, 1.4879708E+003,-3.7007793E+002,-1.8604393E-001,-1.0528981E+002,-8.3786457E-002, 4.0576711E+002, 0.0000000E+000, 1.4262686E+003, 1.4181003E+003, 0.0000000E+000, 3.3728131E-002, 0.0000000E+000, 4.2993111E+004
 7.5053906E+000, 1.4455904E+003,-3.5923995E+002,-1.8353072E-001,-1.0596370E+002,-8.3867326E-002, 3.9627231E+002, 0.0000000E+000, 1.3819923E+003, 1.3763916E+003, 0.0000000E+000, 3.3728133E-002, 0.0000000E+000, 4.3207041E+004
 7.5328417E+000, 1.4368990E+003,-3.6131218E+002,-1.8334747E-001,-1.0671497E+002,-8.4583612E-002, 3.8968237E+002, 0.0000000E+000, 1.3607442E+003, 1.3582863E+003, 0.0000000E+000, 3.3728134E-002, 0.0000000E+000, 4.3375239E+004
 7.5602927E+000, 1.4115204E+003,-3.6273292E+002,-1.8370876E-001,-1.0749835E+002,-8.5293322E-002, 3.8086187E+002, 0.0000000E+000, 1.3296268E+003, 1.3218821E+003, 0.0000000E+000, 3.3728135E-002, 0.0000000E+000, 4.3539929E+004
 7.5946064E+000, 1.4213575E+003,-3.7025435E+002,-1.8193417E-001,-1.0849570E+002,-8.5641098E-002, 3.7535949E+002, 0.0000000E+000, 1.3118823E+003, 1.3176994E+003, 0.0000000E+000, 3.3728136E-002, 0.0000000E+000, 4.3741891E+004
 7.6220570E+000, 1.4489658E+003,-3.8110752E+002,-1.8356759E-001,-1.0953800E+002,-8.6056702E-002, 3.7824394E+002, 0.0000000E+000, 1.3340120E+003, 1.3362946E+003, 0.0000000E+000, 3.3728137E-002, 0.0000000E+000, 4.3904835E+004
 7.6522532E+000, 1.4774792E+003,-3.9366116E+002,-1.8176592E-001,-1.1039374E+002,-8.6199642E-002, 3.8083003E+002, 0.0000000E+000, 1.3467003E+003, 1.3539864E+003, 0.0000000E+000, 3.3728138E-002, 0.0000000E+000, 4.4084984E+004
 7.6824493E+000, 1.5235032E+003,-4.0547672E+002,-1.8322820E-001,-1.1113133E+002,-8.5785369E-002, 3.8957373E+002, 0.0000000E+000, 1.3852213E+003, 1.3961999E+003, 0.0000000E+000, 3.3728139E-002, 0.0000000E+000, 4.4269067E+004
 7.7126451E+000, 1.5651840E+003,-4.2649263E+002,-1.8447487E-001,-1.1177516E+002,-8.5881685E-002, 3.9592011E+002, 0.0000000E+000, 1.4178392E+003, 1.4225660E+003, 0.0000000E+000, 3.3728140E-002, 0.0000000E+000, 4.4456516E+004
 7.7428412E+000, 1.5799162E+003,-4.3695985E+002,-1.8370165E-001,-1.1226283E+002,-8.6173895E-002, 3.9654014E+002, 0.0000000E+000, 1.4255936E+003, 1.4269638E+003, 0.0000000E+000, 3.3728141E-002, 0.0000000E+000, 4.4644517E+004
 7.7737923E+000, 1.5779517E+003,-4.3141142E+002,-1.8024058E-001,-1.1257061E+002,-8.6305709E-002, 3.9770833E+002, 0.0000000E+000, 1.4263173E+003, 1.4314114E+003, 0.0000000E+000, 3.3728142E-002, 0.0000000E+000, 4.4837414E+004
 7.8070078E+000, 1.5802283E+003,-4.2801713E+002,-1.8517861E-001,-1.1277662E+002,-8.6409845E-002, 3.9902759E+002, 0.0000000E+000, 1.4418492E+003, 1.4381906E+003, 0.0000000E+000, 3.3728142E-002, 0.0000000E+000, 4.5045875E+004
 7.8319197E+000, 1.5541364E+003,-4.2661874E+002,-1.8138466E-001,-1.1295207E+002,-8.6200460E-002, 3.9058883E+002, 0.0000000E+000, 1.4128134E+003, 1.4048869E+003, 0.0000000E+000, 3.3728143E-002, 0.0000000E+000, 4.5199124E+004
 7.8651352E+000, 1.5430625E+003,-4.2228031E+002,-1.7929565E-001,-1.1326059E+002,-8.5904840E-002, 3.8634282E+002, 0.0000000E+000, 1.3934814E+003, 1.3935992E+003, 0.0000000E+000, 3.3728144E-002, 0.0000000E+000, 4.5400536E+004
 7.8900471E+000, 1.5436825E+003,-4.1437076E+002,-1.8152359E-001,-1.1367385E+002,-8.6075359E-002, 3.8961321E+002, 0.0000000E+000, 1.4018166E+003, 1.4049835E+003, 0.0000000E+000, 3.3728144E-002, 0.0000000E+000, 4.5552733E+004
 7.9232626E+000, 1.5197384E+003,-4.0638893E+002,-1.8288263E-001,-1.1416257E+002,-8.5794991E-002, 3.8602295E+002, 0.0000000E+000, 1.3918306E+003, 1.3849412E+003, 0.0000000E+000, 3.3728145E-002, 0.0000000E+000, 4.5754457E+004
 7.9564781E+000, 1.4924332E+003,-3.9950475E+002,-1.8130935E-001,-1.1472769E+002,-8.5472407E-002, 3.7761081E+002, 0.0000000E+000, 1.3553267E+003, 1.3555448E+003, 0.0000000E+000, 3.3728145E-002, 0.0000000E+000, 4.5951452E+004
 7.9813900E+000, 1.5050940E+003,-3.9353149E+002,-1.7734720E-001,-1.1514678E+002,-8.5783220E-002, 3.8329838E+002, 0.0000000E+000, 1.3718514E+003, 1.3794509E+003, 0.0000000E+000, 3.3728146E-002, 0.0000000E+000, 4.6100907E+004
 8.0146055E+000, 1.5243673E+003,-3.9408214E+002,-1.8100369E-001,-1.1547478E+002,-8.6117805E-002, 3.9096726E+002, 0.0000000E+000, 1.3998206E+003, 1.4055105E+003, 0.0000000E+000, 3.3728146E-002, 0.0000000E+000, 4.6304308E+004
 8.0478210E+000, 1.5323035E+003,-3.9824986E+002,-1.8332174E-001,-1.1576055E+002,-8.5882542E-002, 3.9340452E+002, 0.0000000E+000, 1.4105781E+003, 1.4114284E+003, 0.0000000E+000, 3.3728147E-002, 0.0000000E+000, 4.6509372E+004
 8.0769911E+000, 1.5160819E+003,-3.8804706E+002,-1.8397361E-001,-1.1595820E+002,-8.5031663E-002, 3.9177498E+002, 0.0000000E+000, 1.4060748E+003, 1.4035826E+003, 0.0000000E+000, 3.3728147E-002, 0.0000000E+000, 4.6688891E+004
 8.1038132E+000, 1.5059083E+003,-3.8653024E+002,-1.8236909E-001,-1.1612486E+002,-8.4356702E-002, 3.8888217E+002, 0.0000000E+000, 1.3941016E+003, 1.3918686E+003, 0.0000000E+000, 3.3728148E-002, 0.0000000E+000, 4.6852780E+004
 8.1363630E+000, 1.4934455E+003,-3.8331005E+002,-1.8482541E-001,-1.1637905E+002,-8.4248235E-002, 3.8584075E+002, 0.0000000E+000, 1.3810234E+003, 1.3793281E+003, 0.0000000E+000, 3.3728148E-002, 0.0000000E+000, 4.7050058E+004
 8.1624022E+000, 1.4712153E+003,-3.7762893E+002,-1.8517565E-001,-1.1669977E+002,-8.4405170E-002, 3.8172034E+002, 0.0000000E+000, 1.3649527E+003, 1.3583374E+003, 0.0000000E+000, 3.3728148E-002, 0.0000000E+000, 4.7206350E+004
 8.1949520E+000, 1.4378846E+003,-3.7260387E+002,-1.8412714E-001,-1.1705404E+002,-8.4353571E-002, 3.7462147E+002, 0.0000000E+000, 1.3296265E+003, 1.3225797E+003, 0.0000000E+000, 3.3728149E-002, 0.0000000E+000, 4.7398153E+004
 8.2209921E+000, 1.4280136E+003,-3.7204145E+002,-1.8370768E-001,-1.1738417E+002,-8.4307554E-002, 3.6968976E+002, 0.0000000E+000, 1.3079848E+003, 1.3080097E+003, 0.0000000E+000, 3.3728149E-002, 0.0000000E+000, 4.7549332E+004
 8.2535419E+000, 1.4593551E+003,-3.8226714E+002,-1.8266606E-001,-1.1773890E+002,-8.4456257E-002, 3.7397420E+002, 0.0000000E+000, 1.3269741E+003, 1.3330561E+003, 0.0000000E+000, 3.3728149E-002, 0.0000000E+000, 4.7740005E+004
 8.2802324E+000, 1.4428194E+003,-3.8373910E+002,-1.8480074E-001,-1.1817335E+002,-8.4217715E-002, 3.6978864E+002, 0.0000000E+000, 1.3187829E+003, 1.3104266E+003, 0.0000000E+000, 3.3728149E-002, 0.0000000E+000, 4.7895466E+004
 8.3160372E+000, 1.4164028E+003,-3.7873451E+002,-1.8361374E-001,-1.1871458E+002,-8.4044155E-002, 3.6101477E+002, 0.0000000E+000, 1.2827326E+003, 1.2797008E+003, 0.0000000E+000, 3.3728150E-002, 0.0000000E+000, 4.8098724E+004
 8.3446808E+000, 1.4127744E+003,-3.8297865E+002,-1.8404207E-001,-1.1930362E+002,-8.4172862E-002, 3.5573354E+002, 0.0000000E+000, 1.2676266E+003, 1.2659574E+003, 0.0000000E+000, 3.3728150E-002, 0.0000000E+000, 4.8258876E+004
 8.3733244E+000, 1.4263781E+003,-3.9522576E+002,-1.8385925E-001,-1.1991655E+002,-8.4266341E-002, 3.5415945E+002, 0.0000000E+000, 1.2637014E+003, 1.2651272E+003, 0.0000000E+000, 3.3728150E-002, 0.0000000E+000, 4.8418124E+004
 8.4026842E+000, 1.4431753E+003,-4.0468171E+002,-1.8436742E-001,-1.2079494E+002,-8.4333408E-002, 3.5559899E+002, 0.0000000E+000, 1.2707488E+003, 1.2730290E+003, 0.0000000E+000, 3.3728150E-002, 0.0000000E+000, 4.8581876E+004
 8.4341917E+000, 1.4430913E+003,-4.0542083E+002,-1.8627005E-001,-1.2204515E+002,-8.4231760E-002, 3.5585476E+002, 0.0000000E+000, 1.2718895E+003, 1.2712096E+003, 0.0000000E+000, 3.3728151E-002, 0.0000000E+000, 4.8757959E+004
 8.4601860E+000, 1.4345464E+003,-4.0450931E+002,-1.8397052E-001,-1.2348293E+002,-8.4534498E-002, 3.5343717E+002, 0.0000000E+000, 1.2633295E+003, 1.2597228E+003, 0.0000000E+000, 3.3728151E-002, 0.0000000E+000, 4.8902449E+004
 8.4948454E+000, 1.3964278E+003,-3.9361951E+002,-1.8188833E-001,-1.2506045E+002,-8.4829751E-002, 3.4410676E+002, 0.0000000E+000, 1.2288227E+003, 1.2215879E+003, 0.0000000E+000, 3.3728151E-002, 0.0000000E+000, 4.9090345E+004
 8.5208397E+000, 1.3959004E+003,-3.9339060E+002,-1.8222034E-001,-1.2651782E+002,-8.5281280E-002, 3.4005360E+002, 0.0000000E+000, 1.2150546E+003, 1.2157780E+003, 0.0000000E+000, 3.3728151E-002, 0.0000000E+000, 4.9229204E+004
 8.5554981E+000, 1.3993412E+003,-3.9084949E+002,-1.8234026E-001,-1.2774582E+002,-8.5766571E-002, 3.4059506E+002, 0.0000000E+000, 1.2191565E+003, 1.2210728E+003, 0.0000000E+000, 3.3728151E-002, 0.0000000E+000, 4.9414357E+004
 8.5814924E+000, 1.4114480E+003,-3.9550931E+002,-1.8252717E-001,-1.2874739E+002,-8.6132200E-002, 3.4098502E+002, 0.0000000E+000, 1.2218937E+003, 1.2279077E+003, 0.0000000E+000, 3.3728151E-002, 0.0000000E+000, 4.9553233E+004
 8.6126280E+000, 1.4519455E+003,-4.0584577E+002,-1.8196640E-001,-1.2949801E+002,-8.6025749E-002, 3.4958807E+002, 0.0000000E+000, 1.2555521E+003, 1.2659218E+003, 0.0000000E+000, 3.3728152E-002, 0.0000000E+000, 4.9723385E+004
 8.6437635E+000, 1.4872783E+003,-4.1719572E+002,-1.8334794E-001,-1.3022161E+002,-8.6115263E-002, 3.5882209E+002, 0.0000000E+000, 1.2936101E+003, 1.2984136E+003, 0.0000000E+000, 3.3728152E-002, 0.0000000E+000, 4.9898453E+004
 8.6780119E+000, 1.5125386E+003,-4.2619223E+002,-1.8113050E-001,-1.3089213E+002,-8.6561997E-002, 3.6411603E+002, 0.0000000E+000, 1.3128745E+003, 1.3193026E+003, 0.0000000E+000, 3.3728152E-002, 0.0000000E+000, 5.0093710E+004
 8.7036991E+000, 1.5403248E+003,-4.3208836E+002,-1.8230659E-001,-1.3138221E+002,-8.6483578E-002, 3.7156676E+002, 0.0000000E+000, 1.3387297E+003, 1.3481522E+003, 0.0000000E+000, 3.3728152E-002, 0.0000000E+000, 5.0242995E+004
 8.7379475E+000, 1.5545418E+003,-4.3490191E+002,-1.8345754E-001,-1.3176187E+002,-8.5835126E-002, 3.7753882E+002, 0.0000000E+000, 1.3625536E+003, 1.3651476E+003, 0.0000000E+000, 3.3728152E-002, 0.0000000E+000, 5.0445670E+004
 8.7636347E+000, 1.5676847E+003,-4.3497737E+002,-1.7913112E-001,-1.3211650E+002,-8.5831109E-002, 3.8313071E+002, 0.0000000E+000, 1.3781588E+003, 1.3834566E+003, 0.0000000E+000, 3.3728152E-002, 0.0000000E+000, 5.0599792E+004
 8.7978830E+000, 1.5666204E+003,-4.3293112E+002,-1.8296864E-001,-1.3252741E+002,-8.5540986E-002, 3.8557320E+002, 0.0000000E+000, 1.3851714E+003, 1.3864666E+003, 0.0000000E+000, 3.3728152E-002, 0.0000000E+000, 5.0806941E+004
 8.8235703E+000, 1.5686268E+003,-4.2832314E+002,-1.8142845E-001,-1.3293823E+002,-8.5634246E-002, 3.8784754E+002, 0.0000000E+000, 1.3913537E+003, 1.3949459E+003, 0.0000000E+000, 3.3728152E-002, 0.0000000E+000, 5.0963133E+004
 8.8578196E+000, 1.5712042E+003,-4.2429119E+002,-1.8481101E-001,-1.3333284E+002,-8.5376017E-002, 3.9085141E+002, 0.0000000E+000, 1.4043225E+003, 1.4041614E+003, 0.0000000E+000, 3.3728152E-002, 0.0000000E+000, 5.1173374E+004
 8.8808794E+000, 1.5741416E+003,-4.2400958E+002,-1.8169359E-001,-1.3365813E+002,-8.5191812E-002, 3.9022314E+002, 0.0000000E+000, 1.4018269E+003, 1.4064301E+003, 0.0000000E+000, 3.3728152E-002, 0.0000000E+000, 5.1314373E+004
 8.9116259E+000, 1.5462739E+003,-4.1804770E+002,-1.8296157E-001,-1.3391658E+002,-8.5559565E-002, 3.8453756E+002, 0.0000000E+000, 1.3855178E+003, 1.3785787E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.1500538E+004
 8.9439096E+000, 1.5151739E+003,-4.0823516E+002,-1.8354196E-001,-1.3418566E+002,-8.5581217E-002, 3.7662648E+002, 0.0000000E+000, 1.3575147E+003, 1.3491105E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.1692111E+004
 8.9777308E+000, 1.4743856E+003,-4.0314369E+002,-1.8386185E-001,-1.3438493E+002,-8.5218569E-002, 3.6363652E+002, 0.0000000E+000, 1.3103867E+003, 1.3002244E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.1885920E+004
 9.0030966E+000, 1.4395307E+003,-3.9381058E+002,-1.8093558E-001,-1.3450119E+002,-8.4948383E-002, 3.5445125E+002, 0.0000000E+000, 1.2705563E+003, 1.2654043E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.2027355E+004
 9.0346584E+000, 1.4402652E+003,-3.8835836E+002,-1.8167580E-001,-1.3468452E+002,-8.5146088E-002, 3.5478290E+002, 0.0000000E+000, 1.2694328E+003, 1.2717384E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.2202987E+004
 9.0639591E+000, 1.4397830E+003,-3.9080192E+002,-1.8442143E-001,-1.3495351E+002,-8.5212650E-002, 3.5357895E+002, 0.0000000E+000, 1.2668890E+003, 1.2673369E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.2365607E+004
 9.0932598E+000, 1.4562859E+003,-3.9637384E+002,-1.8443494E-001,-1.3523236E+002,-8.5069900E-002, 3.5781164E+002, 0.0000000E+000, 1.2806484E+003, 1.2822218E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.2529993E+004
 9.1225615E+000, 1.4513167E+003,-4.0215218E+002,-1.8221783E-001,-1.3547113E+002,-8.5304668E-002, 3.5638401E+002, 0.0000000E+000, 1.2705799E+003, 1.2698098E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.2693907E+004
 9.1518621E+000, 1.4561254E+003,-4.0085091E+002,-1.8234616E-001,-1.3565196E+002,-8.6064822E-002, 3.5834489E+002, 0.0000000E+000, 1.2758752E+003, 1.2776990E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.2858605E+004
 9.1811628E+000, 1.4719570E+003,-4.0438032E+002,-1.8108769E-001,-1.3583503E+002,-8.6159185E-002, 3.6211792E+002, 0.0000000E+000, 1.2881121E+003, 1.2935923E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.3024828E+004
 9.2104645E+000, 1.5005980E+003,-4.1416548E+002,-1.8268311E-001,-1.3604425E+002,-8.6075329E-002, 3.6757931E+002, 0.0000000E+000, 1.3095033E+003, 1.3176989E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.3193465E+004
 9.2470903E+000, 1.5633325E+003,-4.3670936E+002,-1.8260573E-001,-1.3638698E+002,-8.6032032E-002, 3.7945784E+002, 0.0000000E+000, 1.3567065E+003, 1.3694253E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.3410628E+004
 9.2763920E+000, 1.6028097E+003,-4.5019766E+002,-1.8330498E-001,-1.3686865E+002,-8.5274894E-002, 3.9062725E+002, 0.0000000E+000, 1.3980111E+003, 1.4061020E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.3589764E+004
 9.3056927E+000, 1.6522812E+003,-4.5912036E+002,-1.8224316E-001,-1.3736070E+002,-8.5496433E-002, 4.0430866E+002, 0.0000000E+000, 1.4472917E+003, 1.4598411E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.3774894E+004
 9.3349934E+000, 1.6596759E+003,-4.6149043E+002,-1.8378279E-001,-1.3791067E+002,-8.6201322E-002, 4.0779265E+002, 0.0000000E+000, 1.4700712E+003, 1.4677975E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.3962649E+004
 9.3642950E+000, 1.6334292E+003,-4.5462109E+002,-1.8218226E-001,-1.3853044E+002,-8.6272181E-002, 4.0328314E+002, 0.0000000E+000, 1.4482957E+003, 1.4432924E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.4148436E+004
 9.3935957E+000, 1.5942679E+003,-4.4092306E+002,-1.8248871E-001,-1.3912925E+002,-8.6046896E-002, 3.9578246E+002, 0.0000000E+000, 1.4193691E+003, 1.4097295E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.4331134E+004
 9.4236298E+000, 1.5312076E+003,-4.2177398E+002,-1.8201971E-001,-1.3969014E+002,-8.5789686E-002, 3.8198606E+002, 0.0000000E+000, 1.3626138E+003, 1.3514618E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.4512023E+004
 9.4558601E+000, 1.4935609E+003,-4.0951165E+002,-1.8226971E-001,-1.4034177E+002,-8.5299055E-002, 3.7107791E+002, 0.0000000E+000, 1.3185261E+003, 1.3145179E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.4700192E+004
 9.4800339E+000, 1.4910491E+003,-4.1191820E+002,-1.8400098E-001,-1.4100089E+002,-8.4243256E-002, 3.6690836E+002, 0.0000000E+000, 1.3082255E+003, 1.3047701E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.4839672E+004
 9.5122652E+000, 1.5107972E+003,-4.1845132E+002,-1.8204259E-001,-1.4168733E+002,-8.3799728E-002, 3.6865880E+002, 0.0000000E+000, 1.3143691E+003, 1.3190515E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.5025979E+004
 9.5444956E+000, 1.4891427E+003,-4.1528790E+002,-1.8593176E-001,-1.4250537E+002,-8.4103351E-002, 3.6271600E+002, 0.0000000E+000, 1.3007736E+003, 1.2937954E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.5210109E+004
 9.5767269E+000, 1.4754177E+003,-4.1364850E+002,-1.8407082E-001,-1.4336688E+002,-8.4688703E-002, 3.5518104E+002, 0.0000000E+000, 1.2772154E+003, 1.2733146E+003, 0.0000000E+000, 3.3728153E-002, 0.0000000E+000, 5.5390363E+004
 9.6057014E+000, 1.4360249E+003,-4.0644499E+002,-1.8632019E-001,-1.4416252E+002,-8.4382098E-002, 3.4152768E+002, 0.0000000E+000, 1.2355290E+003, 1.2266743E+003, 0.0000000E+000, 3.3728154E-002, 0.0000000E+000, 5.5546438E+004
 9.6346760E+000, 1.4102230E+003,-4.0584314E+002,-1.8275771E-001,-1.4487805E+002,-8.4232549E-002, 3.3002417E+002, 0.0000000E+000, 1.1963552E+003, 1.1892590E+003, 0.0000000E+000, 3.3728154E-002, 0.0000000E+000, 5.5697118E+004
 9.6636496E+000, 1.3849968E+003,-4.0102716E+002,-1.8283730E-001,-1.4548286E+002,-8.4730804E-002, 3.2108893E+002, 0.0000000E+000, 1.1628290E+003, 1.1593082E+003, 0.0000000E+000, 3.3728154E-002, 0.0000000E+000, 5.5843471E+004
 9.6926241E+000, 1.3805467E+003,-4.0262376E+002,-1.8322644E-001,-1.4599420E+002,-8.4890342E-002, 3.1660745E+002, 0.0000000E+000, 1.1489050E+003, 1.1482681E+003, 0.0000000E+000, 3.3728154E-002, 0.0000000E+000, 5.5987619E+004
