Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 3.190E-01, 1.558E+02, 6.822E+01, 1.078E+02, 2.089E+01, 2.165E+01, 1.311E+01, 0.000E+00, 9.286E+01, 1.921E+01, 3.329E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.999E+02
